row ID,row m/z,row retention time,1685365277_ALC_dbgi_QC05.mzML Peak area,
2707,403.16014447128833,3.5112293,5.572396113541328E8,
2159,355.1029011001977,2.2709981,6.175950159407549E8,
741,227.0912988129095,3.0274347,1.5725087042932675E9,
2554,389.14403541896104,3.0274347,1.241197896536032E9,
2469,381.07982468369204,0.61214035,8.699977674508252E8,
4626,607.2924837677341,10.329688,8.235804780640204E8,
1676,315.04799295115015,0.88498647,1.6890891971488905E9,
2957,424.18199555893153,2.2921792,2.2589200439320922E8,
2207,359.133993364275,2.695216,1.6884024230792573E8,
260,165.05462930295275,3.0274347,6.344688438611375E8,
2756,408.1870774637544,2.629931,1.3750041266973367E8,
1190,277.09206462111723,0.91722997,8.251367431675636E8,
238,163.03915667875154,2.2709981,1.9611866931666574E8,
1083,266.2116881933282,4.267866,1.283349146160273E8,
3047,430.1714472202032,0.8425534,3.641581573724271E8,
89,137.0599478657185,0.82101187,4.894191007381142E8,
769,229.10738899484073,2.629931,1.0177903918844916E8,
4742,621.2711330021307,9.4659313,1.9872624555472034E8,
1269,282.20622622196163,2.8053424,1.0884032250594166E8,
366,181.04977345102134,2.0396517,1.5752036839085945E8,
627,213.07603587105584,2.4338803,1.3637255245076266E8,
581,209.0808186097087,3.0274347,6.318894323869671E8,
493,197.0811352284299,2.695216,9.1983108031256E7,
1406,294.1186530233893,0.91722997,5.606659113626117E8,
141,146.08140440868266,0.62202778,3.7444563556508505E8,
667,219.02686465373384,0.59057175,2.395331451618936E8,
3079,433.13493305614065,2.4761697,7.374075302694604E7,
1238,280.22713363052554,4.4460127,8.078399157513157E7,
1868,332.1496858598987,2.4018493,8.571822038931777E7,
5669,794.3069924881356,3.0377429,1.8353657987689853E8,
5657,792.5633233741313,11.254067,1.8453223952855125E8,
2620,394.1710526487842,2.1261678,6.3806091743971184E7,
4510,593.2759880792208,9.640253,9.637656052837276E7,
207,154.08640298182038,0.8105932,2.2269658790012223E8,
2928,422.16549598966935,2.8597712,5.2585107755217746E7,
870,243.08631366540988,2.8597712,5.0288412904152885E7,
1536,303.0480263976627,0.65295255,2.2269056995137858E8,
2860,416.13742601597903,3.400253,4.812857167360879E7,
2215,360.15039731485683,0.69493772,2.8004567589789134E8,
3294,449.10770608020584,3.1669296,9.258566776483473E7,
4526,595.1660005846057,3.400253,9.940256797865239E7,
3070,432.2385522391671,6.5182656,6.161212002954137E7,
2363,372.1294348426336,2.576444,4.3826923720514715E7,
2039,344.13399526489854,2.3691724,4.26666007600616E7,
1261,282.1186350994751,0.77977672,2.100650570044271E8,
2399,375.12911654827803,2.4338803,5.130067560843192E7,
5475,764.5329614195902,10.836499,1.224066451448696E8,
2213,360.1295133291454,2.0396517,5.053947042695929E7,
4130,538.2275706413928,2.9858474,3.677411278093558E7,
743,227.09169001972427,2.2921792,5.6281817609552585E7,
2721,405.1390196469512,2.8597712,3.443925856309318E7,
4001,524.2135531889917,2.6092625,3.2760674531239156E7,
2988,426.1761991951772,3.6028579,4.709077887176508E7,
3948,518.3244958882158,6.8709882,3.65891202929757E7,
3482,463.12311072698844,3.1769358,3.1813915653938167E7,
721,225.07561931407335,2.8597712,3.1439683599252664E7,
1551,304.175323515335,3.3128515,1.688940947390905E8,
1719,318.17065436114575,2.4761697,6.732528839038976E7,
2685,400.1608872508708,2.2709981,3.600927580721765E7,
1915,336.1082134852381,2.3691724,4.120950864313911E7,
6053,926.5842750042453,10.413569,4.99126089704173E7,
2848,415.21187480214905,6.5182656,3.823644026451035E7,
4664,611.196309153724,3.5339958,2.8425380128073234E7,
2734,406.1703743254931,3.0377429,9.888485022026797E7,
183,151.03899948771416,2.8597712,1.3819112928551576E8,
2025,343.10288421540616,2.0396517,4.282564915881141E7,
3646,479.08185435135005,3.0895613,3.1223551093527872E7,
99,138.05707368294836,0.69493772,1.889229176738561E8,
1270,282.206334441576,3.9169683,2.6941580682342682E7,
349,179.07044482313736,2.629931,2.2109777655572616E7,
1982,339.1079878963323,2.6092625,3.45939039818152E7,
3096,434.20194083675756,2.9763142,1.3717359866466933E8,
2888,418.1714123833683,0.80096823,6.0273818797184095E7,
3078,433.11296955546516,3.4679796,2.9052236149119224E7,
3412,457.1684078358748,3.5112293,3.438121797969484E7,
337,177.0546185171776,3.1349152,2.0256141691924915E8,
477,195.0651810695116,3.0274347,1.0258981850151153E8,
4662,611.1603320691318,3.0066494,2.4428882046767894E7,
5575,778.5398133005742,10.949982,1.5734060169694304E8,
2803,411.12587154263514,3.0476095,8.682101273841177E7,
2735,406.171182603453,2.2921792,2.9864272243065007E7,
3808,499.12339972500405,3.3348076,2.678708545027091E7,
1449,296.2219597123955,2.9957849,2.944101774414494E7,
3048,430.17104604591344,4.1537584,2.1054700258940384E7,
2420,376.1757513633434,2.8501755,5.325477405929501E7,
5650,790.5481406886407,10.975407,2.78402285852621E7,
1223,279.23192381114734,8.9439868,2.5959751574845575E7,
276,166.08654022266444,1.5760527,3.892260127802968E7,
3968,520.3400585906244,7.3422621,2.924680187585597E7,
3272,448.1639154157255,2.576444,1.9516792768913358E8,
3936,517.1340452875405,3.3348076,2.5280894348265395E7,
2717,404.1919813746087,2.7058368,2.906813072464157E7,
5677,794.5764560182118,11.599982,2.8052071089559566E7,
3658,480.2441875784553,3.5112293,3.6476400151987866E7,
4428,581.1501348112329,3.0066494,2.4323229960094012E7,
1389,293.0637769931279,0.61214035,4.934606403765701E7,
4354,570.2037528808531,1.7081852,1.9585962117125355E7,
3380,455.1167403030385,2.4761697,1.945590225234368E7,
2915,420.2230367504769,4.7956666,1.9016695801927965E7,
1897,335.12412454821174,2.0719035,2.924549634536234E7,
1474,298.2016166636839,2.5655794,1.8933583451724775E7,
5696,797.5180746443615,11.289792,6.092537491704639E7,
4892,643.2526459926532,9.4565814,3.589630691840183E7,
5495,766.5464299615344,11.178941,2.185210372157315E7,
3504,465.10255918953413,3.1135216,2.7964586263745688E7,
3459,460.26973624930565,6.5182656,2.311112004080682E7,
6106,946.537175729506,4.6244032,1.5824973667271622E7,
3202,441.2463239076096,4.0314425,1.8319196162037898E7,
1482,299.07408000538703,0.88498647,1.1057550164509393E8,
4051,528.2650721909895,2.9337394,1.4469733564293835E7,
2593,392.15490161383167,2.4338803,2.0868100435450755E7,
46,130.05021820646758,0.64351724,5.95992430151075E7,
4663,611.1614733991428,2.466101,1.6419628505465457E7,
48,130.08651719353844,4.267866,1.7197850078902215E7,
2836,414.1763707085108,1.0348501,6.527692225082352E7,
3937,517.1558706234433,1.7961637,1.5336162719543444E7,
2580,391.1602961295559,2.629931,1.3887972643923858E7,
4122,537.30303296301,7.3772286,3.0542373128308296E7,
1794,326.12352937675297,1.9737167,1.869798176690579E7,
1162,274.1440031875387,1.9519147,3.391053854268884E7,
497,197.1172662084781,3.4350757,1.9057632427296646E7,
3520,466.26497729749155,4.2261059,1.4648995104487348E7,
4081,532.3476472957179,7.3675474,1.7236323170319263E7,
2556,389.14435640781215,2.2921792,1.711301338672173E7,
1752,322.14987696874414,0.92819657,1.4494171010801372E8,
4496,591.1329361272907,1.7081852,1.8193598562922876E7,
646,215.0916630829247,2.1261678,1.5694946203906985E7,
5880,826.2968607930449,2.8597712,9286522.324840037,
6141,954.6173051780972,10.894513,4.70941553965745E7,
1059,265.09206518257844,0.77977672,6.8342718670375E7,
2,121.06520693043413,1.0456208,6.570107689209431E7,
6065,931.5394941852477,10.419639,2.1420689917790413E7,
1247,281.09948792173805,3.3128515,4.00831904738108E7,
4495,591.1329176106326,0.8955614,7.972594434726709E7,
3816,501.16094663633385,2.2266379,1.0340673366253097E7,
2610,393.27884152157634,8.5416104,1.8418186156154517E7,
4799,629.2737966515738,10.312549,6.40190355679477E7,
808,234.20642165079153,3.9958345,1.3071383910472713E7,
2954,424.1599276903478,3.4350757,1.4218258010184957E7,
5531,771.5017128503115,11.178941,1.6507968612030309E7,
2236,362.1444497258955,2.4559197,1.1901871267385276E7,
2828,413.14232982975966,2.629931,1.04134980816351E7,
3108,435.12601344037284,4.1537584,1.1135507305408113E7,
47,130.086580166642,0.63274857,5.510180834346934E7,
3343,452.2133989821335,2.2921792,2.3298383134100087E7,
3379,455.1172533734148,0.60132797,2.8612175757078577E7,
5506,768.4891190298611,6.8628987,1.4306206184022902E7,
2678,399.1990042422804,4.1902977,1.0343479768395081E7,
1140,272.1490242560517,3.1135216,2.106090065198969E7,
4339,568.4280211757057,10.284436,2.7034958507766154E7,
5427,756.5542307419305,9.9273282,1.3373951481775948E8,
2348,371.13332312972113,3.0274347,3.495171060735895E7,
1316,287.0550796597341,4.0753444,1.4037042756003639E7,
2290,366.21244451796247,3.4350757,8811711.682549782,
3140,437.19384376620536,6.5182656,1.723968000018057E7,
2073,347.0747205498195,1.6190482,1.7620746351347502E7,
5712,799.2623423053155,3.0377429,3.566014769206151E7,
1537,303.0498605205497,3.3785968,9649335.674012208,
3723,488.0819880689897,2.9763142,1.4783183631428665E7,
1670,314.1748992796319,2.9445977,9497760.97823135,
3344,452.21255970092074,3.5237188,1.1076944796108264E7,
324,175.1192258900782,0.61214035,4.201199144125261E7,
2913,420.1867163894186,2.5983021,3.026165510748256E7,
6071,932.6295778159077,11.649442,4.0108907810352184E7,
1873,333.0584848829914,0.65295255,4.730549631882951E7,
5679,795.5032841095684,10.98419,1.5796480114728808E7,
665,218.21158435874577,3.8548625,1.1021323071079092E7,
3783,496.2030950160714,0.80096823,3.380896581504026E7,
5515,769.4868157044876,10.825451,3.306860782511865E7,
4542,597.1434769803496,2.8694378,1.0528499586226184E7,
396,184.0360831740298,0.60132797,1.734623310874038E7,
5717,799.5314818449071,11.607979,1.4727388193477772E7,
4684,613.4834617600426,11.254067,1.8157151003827576E7,
1782,325.1131493948266,0.69493772,4.9605608097821794E7,
2737,406.24372916256675,2.6850516,1.194996070233953E7,
3001,427.12130394317984,2.8597712,9851972.200301,
3480,463.0869879977081,3.3348076,8802693.393764284,
3739,490.1772332687727,0.63274857,2.679298142935543E7,
4240,553.1770725556157,0.92819657,3.583838400023098E7,
1361,290.16023109767116,2.532813,2.8418333521105357E7,
132,144.1019457862962,4.4460127,9532207.869444065,
4352,570.20363392792,0.8955614,3.2351957200641703E7,
1202,278.10264541615817,2.4127554,1.2543608726522235E7,
1735,320.1492910907592,3.695549,9777215.213498393,
4415,579.1708545560605,3.3348076,7480558.46581385,
658,216.95104232606357,0.51259523,9148964.954401653,
599,211.06002663880736,2.8597712,7667080.620148592,
3028,429.13735770365406,2.302452,1.4406712110757558E7,
1886,334.1496239459453,1.8533591,1.2032523199253116E7,
3128,436.218507819169,2.6400101,1.0231578214274628E7,
2468,381.05865906971155,2.0396517,1.4945649341681467E7,
5488,766.2770874334983,2.4338803,6500086.371873646,
4150,540.2446916303962,3.1769358,7287695.946379166,
3390,455.35237980709303,6.5371508,1.304931186612461E7,
5539,773.2146324964319,2.2817605,6675671.5176537875,
2408,375.268666495601,8.5336646,1.2824463330397302E7,
5399,749.2506641731002,2.4338803,6478936.210728174,
1574,306.13354770811435,3.1454318,9184160.291565891,
2667,398.14504289508113,2.576444,7973420.353365867,
359,180.08688694960003,0.65295255,4.5243622655003265E7,
2544,388.16071665346226,2.0396517,1.329712628146194E7,
34,127.0392669315089,2.695216,7862760.168974343,
583,209.08113988655276,2.532813,3.255893838180656E7,
1181,276.14408064748983,3.3128515,2.768450868031944E7,
2821,412.2175790034678,3.0574907,7373864.515812053,
5156,694.4004847921674,6.7877575,7454753.093598172,
3318,450.1968823338843,2.8597712,9605670.181206778,
3258,447.0920910296012,3.4790546,8714931.939786559,
6088,937.5848751478553,11.694277,4.5331759410267994E7,
339,177.05483770420156,2.4338803,1.1838663575409105E7,
2266,365.1058463159521,0.72603336,4.533772720191174E7,
6123,951.2411226121077,2.3909514,6929636.753135636,
2397,375.09243286648734,2.2485523,7640491.922859227,
4088,533.1558066395554,0.61214035,2.12625996067628E7,
5368,743.2034480703361,2.2590002,9324587.228733236,
2470,381.11583426056796,2.695216,7590560.05429656,
6003,886.3907725035284,3.5112293,6540606.4307187265,
5251,714.5521727541097,11.389535,1.819049923149374E7,
2840,414.2331489140655,3.4458465,6545347.532032773,
83,135.11687820952758,3.0684552,6575064.521525682,
5544,773.5170478695775,11.554688,1.326210768605551E7,
2432,377.14445815050175,2.1261678,6516439.825906544,
4740,621.1810623131569,3.763361,6485860.771071235,
4661,611.1393867560305,3.7069885,7341782.509245588,
2970,425.1785395406568,4.7956666,5601734.225812322,
5588,780.5533714752567,11.641283,9.477234314569135E7,
2386,374.1297856049528,0.95926097,6.759080583851725E7,
5806,812.3171587155971,3.0377429,1.5580997616080612E7,
1718,318.1548617420525,2.0938263,6747199.160598606,
1693,316.15479115247604,2.3351122,1.9315898407395333E7,
2322,369.1178998368948,2.8053424,7641232.6869202545,
2778,409.2732200003629,8.1923815,1.914732659837248E7,
2041,344.1502717241036,2.6850516,1.7099852722722284E7,
691,221.19011989576975,4.0314425,5623517.547862182,
4153,540.3062096240361,6.8709882,5657314.760040123,
4373,572.1504791227253,0.93887358,2.5853787443790775E7,
5601,782.5692316089107,9.9273282,7.330214094753394E7,
4355,570.2184608018122,3.8661249,1.145467405891008E7,
2145,354.1336979473909,3.9169683,7048580.783095082,
2026,343.12390936261505,0.69493772,3.2852495740825254E7,
3090,434.1077970357729,0.88498647,2.601722517429258E7,
6242,1092.595188007424,4.9135783,5525167.256675343,
1100,268.10026881389444,4.7861646,1.0540230769001048E7,
106,139.0388934058344,3.0066494,2.960985377818716E7,
3391,455.3521715607411,4.3931984,8101619.4937954,
3151,437.3418942551786,6.5371508,8880150.281032978,
2429,377.08464916133596,2.2709981,1.5470705755247025E7,
2984,426.1191155654107,0.88498647,2.177359167006809E7,
49,130.08631299781516,2.8053424,5917218.454577413,
1467,298.09698806181234,2.0068998,8280851.914618827,
569,207.13828718284068,2.7167451,5887647.300502296,
3638,478.19321627112583,2.4761697,5646732.057665491,
5173,699.3557546362426,6.7877575,4272525.880366267,
2047,344.1856496716524,2.6731391,7121724.713582414,
5298,727.209391421402,2.4018493,4211934.304229049,
4811,630.5101110685478,11.83632,8611860.573135387,
5444,759.1978667406078,2.1048325,4726368.193638493,
1263,282.1339732998074,1.9629251,1.0201510896074126E7,
1055,265.0205212769013,0.5474033,1.1042006319472842E7,
2244,363.069581894058,1.1230682,2.864971080740246E7,
3238,445.1115169080696,2.302452,8944885.62706543,
1038,263.01665870906356,0.62202778,2.1724860244579613E7,
1589,308.09147592452115,0.8105932,2.3660769578231495E7,
2655,397.111154511118,2.4230512,8800310.423804987,
3330,451.1212342800199,3.2553123,5060307.461122067,
2602,393.0588563872376,2.2709981,9962878.37796487,
5261,717.2610663280108,2.695216,3846634.9970857715,
5209,704.213999958772,0.64351724,1.4614603900055332E7,
3233,444.26016742142116,2.5218818,4908213.247186455,
2365,372.16560923858094,2.3691724,5246884.844856267,
2016,342.134209412978,2.8272256,1.110411615484767E7,
3062,431.3518718831055,11.708543,8456461.420665972,
1796,326.1443864771864,1.6190482,9769997.814564792,
4392,575.159001550261,0.90636547,2.735509898020777E7,
4289,558.2542560853333,2.8694378,4261126.94018679,
2375,373.1502749279662,2.629931,4185886.5812896853,
1715,318.1340901313027,1.9412232,5321341.960753794,
914,249.04189413913284,0.5474033,1.3249435145074695E7,
5296,726.2248374396797,2.0614557,4771712.648929972,
3453,460.1269855418967,3.41128,4318176.058181272,
555,205.09751267295619,2.0297184,8208855.824114375,
5511,768.5617517375794,11.584042,1.2619004441217298E7,
2380,373.2221698386115,3.6139099,5621265.72069664,
904,246.24279160147975,4.8970743,5269888.25756131,
1404,294.09793571563705,2.1371219,6826831.262985934,
4883,641.1355750782411,2.695216,4249441.809498825,
6013,891.3470307412906,3.5112293,5172556.2162924055,
5335,736.5349075025147,11.389535,1.4170353861244218E7,
3568,471.2201605755424,4.2261059,5335668.728964272,
4017,525.1667508942783,0.61214035,1.3395801489054676E7,
4312,564.1617421195994,0.92819657,1.9490180425918702E7,
5899,829.50646131935,10.079773,1.2778177270472983E7,
1505,300.2173388743156,2.0188643,5402295.49318774,
6152,959.5717947462413,10.894513,1.8408610920787882E7,
678,220.11820133463368,1.7411099,5662078.338490178,
1037,262.2376650862639,5.0014881,4789546.690589689,
1750,322.0925871518746,2.1934965,7412031.333922904,
854,240.12332449144475,1.6732437,1.3447366303658474E7,
4693,615.2576196419674,9.640253,6663055.89252147,
1720,318.19141441381527,3.7769005,1.149553727303202E7,
4135,539.0975550331514,4.6356886,5090727.045594356,
2753,408.15207493251546,2.3351122,5120581.913313543,
77,135.04438109352813,2.2709981,7040877.429132648,
5538,773.1917618508502,3.0574907,5554929.480904869,
975,256.1330850933535,3.2330604,4434634.210987634,
1698,316.2846782097404,6.4211016,5344763.259200475,
5896,828.5402700870106,9.7270295,6924127.321588924,
3502,465.04181916381424,0.59057175,5903817.708175427,
108,139.03914277501318,2.2921792,9305749.4246039,
4031,526.2139597196294,2.4018493,4564352.362941154,
1671,314.23302943899506,2.237642,4545736.112492497,
1805,327.04801860497764,1.6408606,6075766.751736991,
3152,437.34173410033543,4.3931984,6069231.738229121,
1502,300.15982609061695,2.6197978,1.7428309882489562E7,
62,132.10221703401723,1.1121974,2.6109987612743635E7,
63,133.02847492943837,3.0274347,1.411663843752262E7,
697,222.1488153287611,2.9017314,4715408.757101089,
927,250.10769131563123,2.1048325,2.1978476018947266E7,
13,123.0444568599333,0.8105932,1.7145181935860515E7,
