row ID,row m/z,row retention time,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,
2461,433.1346041112223,2.4734371,1.2590848666526248E9,
930,266.2117137633232,4.2719105,1.7037707146543045E9,
1074,282.2055927919306,2.8040995,1.7906801029395645E9,
1041,280.22787196737977,4.4399595,1.3531526414522572E9,
1242,296.22273410753485,2.988567,1.1301118020843735E9,
1075,282.20655771521115,3.9208337,5.566901825251359E8,
1262,298.2009801631688,2.5710845,4.201490913027171E8,
3623,607.2918215502065,10.32701,5.472680416726563E8,
2021,381.0793681967246,0.61873288,9.809570229713389E8,
1452,314.2323903907718,2.2325867,1.859536119040997E8,
2881,479.08335217907864,3.0730916,2.791365923555997E8,
2581,444.25965559057886,2.5167306,1.5919582026354817E8,
618,219.02658544889653,0.59721638,4.5549437810984164E8,
1289,300.2166743861882,2.0253568,1.9562173165098765E8,
1241,296.1853555725169,2.8807969,1.4895146799100152E8,
3194,531.4163991620555,4.2719105,1.5413971904489434E8,
38,130.0865163479503,4.2719105,2.1877703086072025E8,
3220,536.2718778479233,2.9471611,1.042195445341103E8,
3387,563.4034689394924,2.8040995,9.939572347756743E7,
86,138.05506368928462,0.6814512,7.71740225023319E8,
122,144.10228413745776,4.4399595,1.5140374024642298E8,
2728,458.273833034644,2.6850503,1.325116634194985E8,
1974,375.0920346567354,2.2424949,9.749940579560211E7,
121,144.10201023442522,0.77597142,5.829803887291585E8,
274,166.0862766749794,1.5691828,1.843376354273476E8,
363,181.0495677736781,2.0459567,1.2880050693614544E8,
3831,641.1326428255998,2.6850503,9.244944783048615E7,
1401,310.202249537101,3.0411667,8.778973094889845E7,
3366,559.4493508857793,4.4399595,7.734094977104235E7,
2773,465.1041737789194,3.1079829,8.290391195317331E7,
4525,792.5623778373525,11.215566,2.2779019058439335E8,
232,163.03899311066718,2.0459567,1.0777386313182743E8,
3721,621.2712259756597,9.4719113,1.3068351128888482E8,
2682,455.11621069310786,2.4634747,9.114923015040952E7,
4452,778.5397552662248,10.962793,3.4803960287287927E8,
2725,458.23860792215714,2.4188855,3.898178721576937E7,
4349,764.5324299547691,10.898664,1.589567527664418E8,
40,130.08596632144972,2.8040995,1.2630643915520255E8,
4539,794.576830713265,11.605653,6.829230924738644E7,
135,146.0812731867207,3.9208337,6.16935707036333E7,
1965,373.22210419025646,3.6137525,4.063183197790536E7,
3139,522.290208437826,3.4055747,5.4025518673150964E7,
25,127.03894624892858,2.4734371,4.701874395597168E7,
1541,325.09069421582006,2.7278417,4.549300852246481E7,
123,144.1022010267684,2.988567,8.136354312520267E7,
1861,360.12890479442115,2.0459567,4.370731960334534E7,
1862,360.1500543044699,0.69205528,1.8020058506874204E8,
1109,284.22349877902786,3.0098982,3.8055315170285195E7,
39,130.0864552223234,0.66047012,1.9043829735424995E8,
2970,492.1150416709803,2.988567,6.881977261397009E7,
4104,700.2782604459836,2.760104,2.6998610528074104E7,
3235,538.2274114807673,3.4055747,3.301158967053532E7,
1267,298.23821137206875,3.1723846,3.3234372010409623E7,
3653,611.1629012144456,3.0098982,2.742983605479455E7,
4902,926.583735042296,10.420224,3.7606364074119285E7,
4591,803.1631112497297,2.7278417,3.3282673648048785E7,
1720,343.1025100415681,2.0459567,3.598718378097571E7,
3388,563.4060043296607,3.9208337,2.5671451295452427E7,
1732,344.13423209587586,2.3747295,2.9242808573874827E7,
1319,303.0477082651608,0.64966185,1.3892118643684566E8,
1222,295.04597676274597,2.988567,5.167067049437788E7,
531,205.09718482437805,2.0355901,3.790121776389008E7,
2693,455.35289409553127,4.3963368,3.2300678713644676E7,
1831,355.10224683038484,2.264249,3.3336495011444192E7,
2386,424.21837248599377,3.1723846,2.941404262684161E7,
4557,797.5170296876857,11.31012,7.327321856221569E7,
4572,799.5315351108782,11.605653,3.3499133686619915E7,
4517,790.5475166910887,10.978308,3.3265974995251585E7,
2739,460.252925463962,2.3300944,3.510456825485718E7,
233,163.03934202274996,2.988567,4.368065099208815E7,
2020,381.05803773389744,2.0355901,2.4879909309936754E7,
2428,429.17361617558464,3.1723846,2.9810114088046715E7,
153,148.0604438947122,0.64966185,8.4590656887101E7,
3596,601.4248163500232,9.8453546,2.272582930374825E7,
2808,471.0900682521321,2.4634747,2.882077778511605E7,
628,220.11805362953018,1.7346046,2.3778462462551016E7,
2873,478.1916159511151,2.2971571,2.1070488612566028E7,
2520,437.34237630621817,4.3963368,2.4260040485817544E7,
4970,954.6166696070884,10.88916,6.325915604385461E7,
1423,312.1796551500114,2.6499339,1.6974984786831737E7,
3558,595.1863103685582,2.2752427,1.1982225019135924E7,
414,188.07059386315265,2.0355901,2.513410660236088E7,
2940,488.0837489713002,2.9581589,3.184098634436646E7,
137,146.08112806859143,2.5710845,2.0729326863491092E7,
3419,568.4273853343739,10.284433,3.1088622325887967E7,
2329,418.2798445850483,3.6137525,1.660274403350808E7,
1174,290.8472756965588,0.56486866,1.961217696068124E7,
2433,429.3726284837026,11.808233,2.2662201438488666E7,
2759,463.0868148261959,3.338571,1.3053344320174908E7,
4912,931.5386775332037,10.420224,2.161490595606709E7,
35,130.0500769507161,0.64966185,5.210009453247351E7,
125,144.10192321144012,2.2325867,3.0753337067403737E7,
1320,303.05024057100417,3.1079829,2.2599005282581512E7,
580,212.16441236365372,2.1998849,1.7367931838867072E7,
3764,629.2733306625955,10.363405,6.045559668265589E7,
3668,613.4827096931158,11.249729,2.2492997353689935E7,
1427,312.2176027870929,3.1401452,2.0322632202438865E7,
4542,795.502663881898,10.978308,2.0995109412029885E7,
1911,366.1759400841089,3.6137525,1.16163969585121E7,
3319,553.3985329200221,4.2600461,1.6781093010323755E7,
3285,547.1913519452429,2.0355901,1.0039539926930344E7,
2125,393.2783688834349,8.5453987,1.6502815706696045E7,
489,198.14897919743737,1.9231575,1.7491454801513463E7,
4397,769.4873538662813,10.908129,4.145368178709755E7,
902,263.0528190731375,0.63935776,4.003799930344766E7,
1563,327.0476203110114,1.6344636,1.6516815707198724E7,
145,147.0764412853911,0.64966185,4.13705183204592E7,
4916,932.6298205779253,11.658482,4.386270296288734E7,
1,120.08106451822938,1.5691828,2.0951850516541146E7,
478,197.11694163797318,3.4276663,1.483631002369835E7,
2138,395.20408353997846,3.6137525,1.1756180989507696E7,
3176,527.2454988437462,3.4055747,1.4726039668037653E7,
2012,380.1918081044613,3.2635381,9283841.945628783,
2168,399.1764389430973,2.3747295,1.026187206143977E7,
3560,595.3957380713164,2.5710845,7297353.81195102,
3249,540.2460422103762,3.0098982,9636051.525873281,
280,167.07041278223446,2.5099244,9877473.011352792,
1066,282.1183752463618,0.78638385,5.418813499397046E7,
4926,937.5853050182782,11.694878,5.617086032962252E7,
3483,581.4313682058308,4.4508011,9954254.063995818,
2905,482.03083328296424,0.61873288,2.647179066651092E7,
4376,766.545323033414,11.190414,1.2147863395249996E7,
3586,600.4166814357358,8.9236067,4.544511876200515E7,
3269,543.2408304664144,2.9243883,8630334.476805773,
2662,453.2098560208132,3.9732501,1.1751163339042285E7,
4321,758.5691714733573,9.9421269,1.251764404257242E8,
2060,385.14723896307606,3.2635381,9152182.004831564,
871,258.0739598096634,1.7346046,1.0436029551941136E7,
1893,365.0843497471187,2.0355901,1.5487493520878721E7,
4410,771.5001484289869,11.179027,1.201242821359681E7,
4982,959.571563299899,10.827288,2.8592596904482473E7,
4723,828.5406251399503,9.7241722,1.4223831997972049E7,
370,181.12293562357476,3.0520938,1.6083524674510328E7,
4286,750.5069182491741,10.404711,1.7531610980561215E7,
900,263.0162935950505,0.64966185,4.920954458093164E7,
3357,558.252545192597,2.8698491,7305742.238990789,
355,180.08667615029003,0.67084712,5.941320083454995E7,
3196,532.3477071344452,7.3737919,9237564.918678612,
2149,397.0738150156655,2.2533491,9177249.318573155,
2950,490.0985421204207,3.1189849,1.353293212802115E7,
3845,643.2527920664537,9.4719113,2.11092724656048E7,
3230,537.3030060313561,7.3737919,8007459.896480599,
142,147.04382018702603,2.891749,7720914.078611832,
1381,308.09112866696387,0.80758578,3.457597180828407E7,
2653,452.249664496632,3.1723846,1.1282880066339303E7,
4710,826.5232989969377,9.3135957,1.205838743779656E7,
2211,404.2275325423529,2.6169738,7889622.548127193,
2582,444.2588034223401,3.5095073,8193344.701751111,
4993,961.5842678404421,11.198287,5640078.492828462,
485,198.09731033598095,0.67084712,5.8576244068842836E7,
2346,420.1497468883309,2.2533491,8230144.171952693,
1750,346.1493391167364,2.2108848,7999241.193980061,
1663,336.84372057334724,0.55398958,1.0639313870830284E7,
3032,503.24889781495443,2.9243883,6644557.427499171,
1237,296.0766127726973,2.0993064,9272879.621275784,
3682,615.4968752382205,11.605653,7486929.537027182,
552,207.13853184108032,2.9471611,7686716.852352428,
1689,339.10719593651294,2.6059301,8547127.91912188,
546,206.88596212867375,0.55398958,1.0198768473425364E7,
2079,388.16020252746046,2.0568837,1.272297834622012E7,
1472,316.21225070479557,1.8118666,7888367.0563170025,
2694,455.3519746629384,6.3269802,1.0901013608460724E7,
1291,300.21600426944053,2.760104,6448527.146152645,
1516,320.86630802366574,0.55398958,1.0469773133460356E7,
1422,312.1652602918673,2.3637108,1.4031837363346837E7,
4975,956.6296582161044,11.198287,6870027.689209028,
4824,869.3441359448709,3.5095073,6064419.415341275,
4287,751.4627825445785,6.3269802,9595185.348476173,
4495,786.4892908220916,9.7478865,1.173538212321999E7,
539,206.0449542519051,1.7346046,1.0954185887534767E7,
2454,432.2577958765195,2.7176959,4946413.6490268605,
2793,468.2448405562478,3.1723846,5551442.958317997,
2732,459.22246121717257,4.0685932,4849876.96222145,
1931,369.16552532378313,2.2862864,5453371.939650864,
4597,804.5396989534023,10.141748,1.1923637664674893E7,
2169,399.1989497478307,4.1858674,6769800.082816913,
1253,298.0558712206561,2.0777253,1.0667067247499717E7,
2985,494.093281463135,3.0949852,8713226.334354663,
365,181.05008588738994,2.988567,1.1496500043698939E7,
3549,593.2761554860971,9.6465706,8266433.790090601,
2612,448.21794783872895,3.7157289,8612168.535110865,
2395,425.1092847539809,3.0730916,5203882.412092018,
2063,385.1869632664462,2.9581589,5603392.318003018,
5004,966.1960258669944,2.9781171,9898501.239070384,
4288,751.4642779202918,4.3963368,8628021.637563545,
1899,365.17064919834235,3.338571,5693671.419092036,
2621,449.10754181966325,3.349673,6193001.915515508,
705,233.116915514149,3.3607459,7539630.513617136,
55,133.060918558607,0.64966185,2.6206082761215515E7,
4651,813.5112560461777,10.12143,1.6301469765156312E7,
2823,472.2546096071121,2.5602075,5410493.35924217,
807,249.18487122821432,6.3269802,6122822.472407474,
1204,293.2111136733785,6.8061979,7404666.88183382,
1716,342.17626179948934,2.3970252,5663841.895151581,
1545,325.1128471519889,0.70229067,3.1078665354650106E7,
1119,286.0919930651605,2.5927906,6148242.950749883,
1178,291.1259473922979,3.6247649,5924475.839504366,
691,230.99020524284416,0.82874606,3.653968577009305E7,
2231,406.24495457394755,3.0098982,4860167.483195669,
3227,537.2109289779345,2.9367841,4542971.9660537485,
2080,388.16007973575097,3.5347697,5141950.197658316,
1956,372.1656236516915,2.3747295,7326183.003403938,
457,193.15873085504833,3.6137525,5342078.4842799045,
4331,762.4916981293953,10.168394,1.1125537407489404E7,
2772,465.0411098711498,0.59721638,6998548.262771956,
4839,887.2428055153546,2.4843517,7606544.600423324,
4483,784.4763710787656,9.3210957,7181930.897917319,
3514,585.4528635660425,10.88916,1.2346333713970896E7,
1341,304.18862631796986,3.9330316,1.0158758755436031E7,
2262,409.2732497002524,8.2021239,1.6586083949629063E7,
1895,365.10546068004504,0.69205528,2.9362487517830282E7,
1784,351.01187352896216,1.901266,8269314.615566384,
2521,437.3415180199995,6.3209449,7638829.216067615,
2294,413.04793384537527,2.2533491,5390397.129405141,
9,122.92468149311614,0.56486866,8130632.176871167,
4479,783.5032130991777,11.035253,6622526.346933115,
3757,627.155023457153,2.2752427,4000516.6722942055,
1552,326.0873741157294,2.0777253,7594857.337936221,
2953,490.17678795011255,0.64966185,1.8907361161025297E7,
127,145.04955028295893,0.6814512,3.314855297938221E7,
1137,288.19347428037133,4.2600461,1.0212767216114765E7,
3822,640.2447520785671,2.2752427,3028450.7577575766,
3255,541.2268202894005,2.9471611,3799600.1106739654,
1967,374.14567971433314,3.1189849,4569643.1442561755,
3690,617.1684712595148,2.2752427,3159873.627244612,
788,245.13847630769433,3.1723846,6253362.566010105,
1918,367.1514747833581,2.4526102,3207878.369975988,
