row ID,row m/z,row retention time,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,
1,133.01311293656084,0.67082668,3.9889234355707955E9,
2,431.1214888230788,2.4601065,9.924374068886143E8,
3,404.10593607823034,0.62394367,1.0479479108259511E9,
4,863.2591986627373,2.4601065,3.5687522099216175E8,
5,279.0151159721331,2.0743819,3.117717730142313E8,
6,324.182957220838,2.8350289,2.7574273777508926E7,
7,311.04165175310266,2.2181435000000005,7.050095605933834E8,
8,309.0269151448871,1.9047706,6.617294347318449E8,
9,561.0554463026284,2.0652986,3.1750015186858094E8,
10,377.08723698702136,0.62394367,6.425147688385777E8,
11,563.2372237739531,2.9450928,2.1230028130881208E8,
12,801.1622812467144,2.7265131,2.3881595215935647E8,
13,326.19915349841403,3.916303,2.552570823718381E8,
14,947.1647870083068,2.9650155,2.5736375645001465E8,
15,295.04664250905455,2.6741071,7.894272233916641E8,
16,191.03403882933614,2.0743819,5.637816148424067E8,
17,683.18791782059,2.0268176,1.2205708395336322E8,
18,404.0836849306489,2.0364593,1.2634427892297924E8,
19,235.02426728748316,2.0562321,9.023042058915676E7,
20,589.0857059177658,2.6741071,2.506631919463822E7,
21,471.0600827145705,3.1112833000000006,4.4682514831428874E8,
22,463.0906241475201,3.1021,1.4866582169541505E8,
23,191.0190345695864,0.82232362,4.1842571051337093E8,
24,519.1896914271509,3.4110209,9.110587896862893E7,
25,340.17774444881354,2.5768557,5308201.448433626,
26,623.0913829701117,2.2181435000000005,8.80459582334266E7,
27,310.20384667878045,4.2623486,1.0389322730313742E8,
28,429.1783505489284,3.3576837999999998,1.7525218827622575E8,
29,387.115895911091,0.59390437,5.583198179126041E8,
30,289.11280386169756,3.6185904,1.0080130843364851E8,
31,623.1288764706875,2.0467738,1.0162735077576151E8,
32,175.06010233661686,2.2988638,1.3116639164878453E8,
33,337.0939916123679,2.8915536,8.760265133539115E7,
34,405.17791121623947,3.1752621,1.3956761423973757E8,
35,147.04363616668007,2.0743819,2.6730838308407757E8,
36,549.2576460553197,3.4012522,9.6483671061364E7,
37,305.0709700264967,2.5553433,1.3957437054601485E8,
38,417.21498186609045,3.6185904,6.882825610266636E7,
39,475.1324380511427,0.69162032,3.3114603431672275E8,
40,325.0571379975537,2.4601065,1.1120188316351902E8,
41,469.04445472763615,2.9450928,2.6584678419412145E8,
42,433.20885413518175,2.8241811,6.183002340189767E7,
43,325.0934531387997,2.3532342,8.746017798853315E7,
44,253.03532865424643,2.8241811,1.1327780969418667E8,
